name	x	y
egg	86.50552783	71.16485641
wheat	229.5673376	66.61604884
butter	30	131.0763945
milk	150.0814398	173.9948034
vanilla	145.1499494	311.0503468
yeast	388.344118	125.0605079
lard	437.0856072	61.34050913
onion	1780.630139	915.9496384
garlic	1951.140097	821.7884878
tomato	1832.719215	849.8261421
black_pepper	1906.10213	700.8223134
pepper	1587.157301	940.4762628
cayenne	1614.573242	1122.143054
beef	1690.80223	1032.99382
celery	1736.007442	508.5873879
tamarind	1485.280621	932.071042
olive_oil	1991.217348	659.9887684
bell_pepper	1878.039076	926.7325151
basil	1819.329747	434.9874442
oregano	1831.513091	630.1156411
cream	39.72056369	238.1282659
cocoa	255.4685022	466.5810532
vinegar	1625.775544	795.7501937
corn	1800.607311	1051.282031
cumin	1557.983311	1012.941554
macaroni	1901.895201	343.3718695
olive	1696.375644	682.6822778
mozzarella_cheese	1897.046443	474.2202745
parsley	1787.265531	708.888348
parmesan_cheese	2009.733401	462.9912558
white_wine	1581.723354	642.7578392
thyme	1689.028482	413.5602031
coriander	1118.066302	859.7371397
cinnamon	600.1572657	668.8078911
walnut	251.3668792	594.5405095
pecan	183.6666685	541.7133746
scallion	1325.540308	1325.516582
cilantro	1090.856874	1195.051739
lime_juice	969.2292489	1142.440251
sesame_oil	1279.0189	1130.299889
mustard	1561.209168	854.7115072
cucumber	1447.346524	1016.64902
red_wine	1530.517322	446.5101163
cider	1153.449438	675.7628265
ginger	956.8780923	978.1617395
nutmeg	728.4495644	576.7944583
apple	512.1174036	720.5278119
raisin	374.3575316	491.0219677
oat	373.7325515	648.8928013
pumpkin	946.0791932	850.1540706
lovage	1211.360445	770.7198806
chive	1533.498149	707.1039374
chicken	1796.883264	549.1568982
chicken_broth	1633.004913	560.0363333
lemon_juice	501.8016757	1356.006279
lemon	536.0770219	1324.285055
soy_sauce	1345.253999	1139.788251
kidney_bean	1718.22072	801.6442073
coffee	585.5678929	726.9009617
peppermint	460.7083225	513.4624536
bread	1424.051418	145.1862913
swiss_cheese	1412.088629	197.6783294
rice	1214.676418	994.1448144
fish	1229.113443	1210.039085
vegetable	1430.356201	1155.24877
shrimp	1165.480015	929.1673507
soybean	1090.815297	1119.574593
sake	1146.33811	1244.031396
radish	1158.234257	1048.905026
oyster	1237.43959	1065.278291
kelp	1226.020175	1354.242478
nira	1080.07094	1317.531189
lemongrass	841.6330075	809.2884494
cheese	2047.373865	360.9368266
rosemary	1687.263657	320.6584569
zucchini	1609.013876	245.5169582
fennel	1532.289478	350.0257706
lavender	1214.447638	272.4570474
carrot	1507.408483	516.838391
potato	1768.390122	391.4915887
bay	1496.758292	589.7639111
sage	1496.166373	222.0130655
turkey	1366.865444	446.0216977
pea	1354.45899	763.4134186
cabbage	1213.799314	629.6209308
